GEO.id2,Majority,MAX,HC01_EST_VC01,HC01_EST_VC03,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC55
36047098800,Public transportation (excluding taxicab),51,1476,40.9,30.4,10.5,51,6.1,0,1.4,0.6,45.2
36047099000,"Car, truck, or van",58,872,58,51.5,6.5,36.5,2.1,0,0.7,2.8,42.2
36047099200,Public transportation (excluding taxicab),58,1163,40,36.8,3.2,58,1.2,0,0,0.9,51.6
36047099400,Public transportation (excluding taxicab),56.7,1028,41.1,36.9,4.2,56.7,0,0,1.5,0.8,50.3
36047099600,Public transportation (excluding taxicab),48.8,2027,44.9,37.1,7.8,48.8,4.1,0.4,1.8,0,45.8
36047099800,"Car, truck, or van",53.6,1763,53.6,45.1,8.5,42.3,1,0.5,0,2.6,47.6
36047100400,Public transportation (excluding taxicab),48.7,1327,47.6,40.6,6.9,48.7,2.9,0,0,0.9,49.7
36047100600,Public transportation (excluding taxicab),46.8,1337,45.2,37.4,7.8,46.8,3.3,0,1.3,3.4,48.7
36047100800,"Car, truck, or van",51.9,1058,51.9,46.7,5.2,43.4,1.1,0,0.9,2.6,48.7
36047101000,Public transportation (excluding taxicab),57.2,1110,38.8,31.3,7.6,57.2,1.1,0,1,1.9,52.7
36047101200,Public transportation (excluding taxicab),59.3,981,39.7,31.9,7.7,59.3,0,0,1,0,52.1
36047101400,Public transportation (excluding taxicab),60.7,1104,36.4,30.5,5.9,60.7,1.1,0,0,1.8,50
36047101600,Public transportation (excluding taxicab),55.3,800,38.4,32.5,5.9,55.3,2.4,4,0,0,54.3
36047101800,"Car, truck, or van",60.1,1117,60.1,56.9,3.1,32,0.9,0,0.4,6.6,47.6
36047102000,Public transportation (excluding taxicab),49.2,1097,47.4,42.8,4.6,49.2,2.2,0,0,1.2,52.8
36047102200,Public transportation (excluding taxicab),50.4,1000,42.2,41.6,0.6,50.4,6.3,0,0,1.1,52
36047102400,Public transportation (excluding taxicab),54.7,1099,39.9,33.2,6.6,54.7,3.6,0,0,1.8,51.7
36047102600,"Car, truck, or van",53.8,1437,53.8,48.6,5.2,38.1,2.9,0,2.5,2.6,46.8
36047102800,Public transportation (excluding taxicab),52.2,1005,40,31.5,8.5,52.2,3.7,0,4.1,0,48.5
36047103400,Public transportation (excluding taxicab),63.9,1232,31.1,25.9,5.2,63.9,0,0,3.1,1.9,54.2
36047105801,Public transportation (excluding taxicab),61.9,2063,27,25.8,1.2,61.9,10,0,1,0,54.9
36047105804,Public transportation (excluding taxicab),63.9,2271,31.7,30.4,1.3,63.9,3.7,0.6,0,0,56.2
36047107000,Public transportation (excluding taxicab),54.3,822,41,36.7,4.3,54.3,4.7,0,0,0,53
36047107800,Public transportation (excluding taxicab),63.7,2253,29.2,27.5,1.7,63.7,4.1,0,1.9,1.1,56.1
36047109800,Public transportation (excluding taxicab),68.7,1027,27,23.1,3.9,68.7,1.9,0,1.6,0.8,53.7
36047110400,Public transportation (excluding taxicab),63.6,1729,25.6,22,3.6,63.6,5,0,0,5.8,47.2
36047110600,Public transportation (excluding taxicab),80.6,1172,14.2,12.5,1.7,80.6,4.2,0,0,0.9,51.1
36047111000,Public transportation (excluding taxicab),67.2,1038,20.9,17.6,3.3,67.2,11.8,0,0,0,46.4
36047111600,Public transportation (excluding taxicab),62.4,1298,30.1,26.6,3.5,62.4,6.5,0,1,0,50.3
36047111800,Public transportation (excluding taxicab),50,1001,43.6,42.2,1.4,50,4.5,0,0,1.9,47.1
36047112000,Public transportation (excluding taxicab),64.8,1145,23.5,17.7,5.8,64.8,11.7,0,0,0,36.5
36047112200,Public transportation (excluding taxicab),87.6,1295,10.1,6.9,3.2,87.6,2.2,0,0,0,49.6
36047112400,Public transportation (excluding taxicab),45.5,1474,30.5,26.7,3.8,45.5,5.4,0,8,10.6,55.3
36047112600,Public transportation (excluding taxicab),64.2,1340,26.3,25.7,0.7,64.2,4.5,1.5,2.6,0.9,41.7
36047112800,Public transportation (excluding taxicab),57,1634,31.1,28.4,2.7,57,7.2,0,0,4.7,45
36047113000,Public transportation (excluding taxicab),66.3,1386,27.7,25.5,2.2,66.3,0.7,0.6,0,4.6,46.4
36047113200,Public transportation (excluding taxicab),67.5,901,28.1,22.6,5.4,67.5,2.6,0,0.3,1.6,43
36047113400,Public transportation (excluding taxicab),79.8,914,9.8,9.8,0,79.8,2.2,0,2,6.2,45.1
36047114201,"Car, truck, or van",42.8,570,42.8,27.9,14.9,42.3,4.9,0,0,10,37.3
36047114202,Public transportation (excluding taxicab),57.4,1226,38,37.9,0.1,57.4,0.1,0,0,4.5,45.5
36047114400,Public transportation (excluding taxicab),63.6,890,27.2,26.5,0.7,63.6,6.2,0,3,0,44.1
36047114600,Public transportation (excluding taxicab),70.1,1346,23.6,19.2,4.4,70.1,3.3,0.8,1.6,0.6,47.4
36047115000,Public transportation (excluding taxicab),60.1,1267,32.1,29.7,2.4,60.1,1.6,0,2.1,4.1,44.7
36047115200,Public transportation (excluding taxicab),69.5,1191,27.2,24.9,2.3,69.5,1.7,0,0,1.6,42.5
36047115600,Public transportation (excluding taxicab),67.6,1125,21.5,13.2,8.3,67.6,6.1,0.8,0,3.9,46.9
36047115800,Public transportation (excluding taxicab),63.7,1186,29.1,26.9,2.2,63.7,5.2,0,1.4,0.5,45.7
36047116000,Public transportation (excluding taxicab),66.8,904,28.5,24.1,4.4,66.8,3.5,0,0.9,0.2,46.7
36047116200,Public transportation (excluding taxicab),60.6,853,29.4,25.1,4.3,60.6,5.7,2.9,0,1.3,49.4
36047116400,Public transportation (excluding taxicab),56.5,1390,33.2,24.7,8.5,56.5,8.6,0,0,1.6,44.6
36047116600,Public transportation (excluding taxicab),76.7,1321,17.4,16.7,0.7,76.7,3.1,0,0,2.8,42.8
36047116800,Public transportation (excluding taxicab),71.5,890,27,19.6,7.4,71.5,0.9,0,0.6,0.1,44.6
36047117000,Public transportation (excluding taxicab),67,722,11.1,10.5,0.6,67,17.7,0,0,4.2,36.4
36047117201,Public transportation (excluding taxicab),64.3,1003,29.8,27.5,2.3,64.3,4.2,0,0,1.7,50.7
36047117202,Public transportation (excluding taxicab),75.4,1474,18,16.5,1.5,75.4,2,1.3,0,3.3,46.4
36047117400,Public transportation (excluding taxicab),67.3,1811,23.1,18.3,4.8,67.3,5.1,0.7,0,3.8,42.8
36047117601,Public transportation (excluding taxicab),67.5,1241,24.5,18.5,6,67.5,2.9,2.3,1.7,1.1,41.2
36047117602,Public transportation (excluding taxicab),65.6,1129,25.4,21.2,4.3,65.6,5,0,3,0.9,47.1
36047117800,Public transportation (excluding taxicab),69.5,766,19.3,19.3,0,69.5,11.2,0,0,0,45.4
36047118000,"Car, truck, or van",0,0,0,0,0,0,0,0,0,0,0
36047118201,Public transportation (excluding taxicab),65.7,1331,28.8,21.9,6.8,65.7,1.4,2.1,0,2,38.2
36047118202,Public transportation (excluding taxicab),61.4,1315,28.3,23.8,4.5,61.4,6.8,1.1,0,2.3,40.8
36047118400,Public transportation (excluding taxicab),69.5,2387,19.1,16,3.1,69.5,5.4,0,3.9,2.1,41.4
36047118600,Public transportation (excluding taxicab),67.2,1116,29.1,23.2,5.9,67.2,1.5,0,0,2.2,42.1
36047118800,Public transportation (excluding taxicab),72.6,2170,23.9,17.3,6.6,72.6,2.3,0,0,1.2,42.7
36047119000,Public transportation (excluding taxicab),66.9,936,23.1,19.9,3.2,66.9,6.4,0,0,3.6,42.7
36047119200,Public transportation (excluding taxicab),66.6,1232,24.4,23.4,1.1,66.6,4.1,0,0,5,40
36047119400,Public transportation (excluding taxicab),74.8,1438,19.7,17.9,1.8,74.8,2.9,0,0,2.6,40.3
36047119600,Public transportation (excluding taxicab),66.7,2100,26.5,24.2,2.3,66.7,4.4,0,0.6,1.9,41.1
36047119800,Public transportation (excluding taxicab),66.3,1043,30.2,23.4,6.8,66.3,3.5,0,0,0,46.2
36047120000,Public transportation (excluding taxicab),72.4,820,16.2,13.7,2.6,72.4,6.6,0,0,4.8,47.3
36047120200,Public transportation (excluding taxicab),67.5,742,29.6,25.2,4.4,67.5,2.8,0,0,0,42.9
36047120800,Public transportation (excluding taxicab),74.7,3726,18.3,16.4,1.9,74.7,3.5,0,1.4,2.1,45
36047121000,Public transportation (excluding taxicab),84.1,1203,13.6,11.1,2.6,84.1,1.9,0.3,0,0,39
36047121400,Public transportation (excluding taxicab),68.1,1186,21.6,14.8,6.7,68.1,3,0,1.9,5.3,40.3
36047122000,Public transportation (excluding taxicab),55.1,2873,41.1,30,11.1,55.1,1.4,0,0,2.4,41.8
36047123700,Walked,38,1856,18.8,15.4,3.4,33.5,38,0.3,0.9,8.5,30.7
36047150200,Public transportation (excluding taxicab),59,1742,18.8,14.9,3.9,59,10.8,1.8,5.6,4,42.5
36047152200,Public transportation (excluding taxicab),58.4,1881,25,18.3,6.6,58.4,3.8,5.6,0.3,6.9,39.1
36047990100,"Car, truck, or van",0,0,0,0,0,0,0,0,0,0,0
36061000100,"Car, truck, or van",0,0,0,0,0,0,0,0,0,0,0
36061000201,Public transportation (excluding taxicab),60.4,970,16,8.1,7.8,60.4,19,0.6,2.8,1.2,38.2
36061000202,Public transportation (excluding taxicab),57.5,2597,9.1,7.2,1.9,57.5,19.9,5.7,3.7,4,36
36061000500,"Car, truck, or van",0,0,0,0,0,0,0,0,0,0,0
36061000600,Walked,41.1,3442,11.2,6.4,4.9,39,41.1,6.8,0,1.8,30.2
36061000700,Public transportation (excluding taxicab),62.7,6725,1.7,1.7,0,62.7,28.8,0,1,5.8,24
36061000800,Public transportation (excluding taxicab),38.8,3852,19.1,7.2,11.9,38.8,34.2,1.6,1.2,5.1,34.1
36061000900,Public transportation (excluding taxicab),53.4,1231,9.5,8.7,0.8,53.4,22.7,0.6,1.6,12.3,23.3
36061001001,Public transportation (excluding taxicab),55.2,705,13.6,9.6,4,55.2,12.6,8.2,6,4.4,31.6
36061001002,Public transportation (excluding taxicab),52.8,1888,6.7,5,1.7,52.8,36.5,3.9,0,0,35.1
36061001200,Public transportation (excluding taxicab),57.6,1657,12.5,10.9,1.6,57.6,19.9,4.9,1,4,31.2
36061001300,Public transportation (excluding taxicab),56.4,3676,3.1,1,2,56.4,32.4,0.7,0.7,6.7,25.6
36061001401,Public transportation (excluding taxicab),61,1697,9.6,8.4,1.2,61,14.3,8,2,5.1,30.7
36061001402,Public transportation (excluding taxicab),74.2,1486,2.4,2.3,0.1,74.2,15,4.4,0.8,3.2,32
36061001501,Public transportation (excluding taxicab),45.4,3719,7.5,5.5,2,45.4,35.6,5.2,2.3,4,24.5
36061001502,Public transportation (excluding taxicab),59.5,5449,4.1,4.1,0,59.5,28.2,0.8,1,6.5,23.9
36061001600,Public transportation (excluding taxicab),52.8,3268,3.1,2.7,0.4,52.8,30.8,5.1,2.1,6.2,31.3
36061001800,Public transportation (excluding taxicab),48.8,4492,8.2,7.2,1,48.8,22.9,6,1.2,12.8,29.8
36061002000,Public transportation (excluding taxicab),70.5,1170,6.2,4.6,1.5,70.5,16.1,5.1,1.4,0.8,38.9
36061002100,Public transportation (excluding taxicab),48.8,3900,7.9,7.5,0.4,48.8,24.1,2.1,7.2,9.9,24.4
36061002201,Public transportation (excluding taxicab),73.3,2690,5.7,2.6,3,73.3,14.3,2.8,1.6,2.3,38
36061002202,Public transportation (excluding taxicab),64.2,1379,0.6,0,0.6,64.2,23.8,9.1,1.8,0.5,30.1
36061002400,Public transportation (excluding taxicab),56,1032,10.3,7.7,2.6,56,26,0,2.3,5.4,40
36061002500,Public transportation (excluding taxicab),49.1,1586,20.2,16.9,3.3,49.1,24.3,0,4.5,2,41.2
36061002601,Public transportation (excluding taxicab),55,1933,13.8,12.2,1.6,55,24.5,4.5,0.9,1.2,33.6
36061002602,Public transportation (excluding taxicab),51.3,2781,2.7,1.5,1.2,51.3,22.7,11.1,6,6.3,32.2
36061002700,Public transportation (excluding taxicab),61,690,2.2,1.4,0.7,61,27,3.5,0.7,5.7,35.3
36061002800,Public transportation (excluding taxicab),59.3,3231,7,7,0,59.3,20.2,8.5,2.2,2.9,33.2
36061002900,Walked,49,2432,12.4,2.9,9.5,29.6,49,2.6,0,6.5,27.4
36061003001,Public transportation (excluding taxicab),54,2820,1.4,1.4,0,54,30.4,6.1,4.8,3.4,30
36061003002,Public transportation (excluding taxicab),56.7,1890,6.2,5.7,0.5,56.7,23.5,5.8,3.1,4.8,29.6
36061003100,Public transportation (excluding taxicab),56.3,1329,5.3,4.2,1.1,56.3,28.9,0,2.3,7.3,23.9
36061003200,Public transportation (excluding taxicab),52.2,4679,5.4,4.9,0.4,52.2,24.5,10.6,1.7,5.6,30.3
36061003300,Public transportation (excluding taxicab),53.6,3210,5.1,4.2,0.9,53.6,18.8,2.6,7.9,12,26.2
36061003400,Public transportation (excluding taxicab),62.3,4060,4.6,4,0.6,62.3,17.1,5.6,2.8,7.6,32.2
36061003601,Public transportation (excluding taxicab),59.2,1548,4.6,3.1,1.5,59.2,23.1,2.1,4.1,6.9,28.6
36061003602,Public transportation (excluding taxicab),56.8,1675,6.3,6.3,0,56.8,21.8,2.3,3.1,9.7,29
36061003700,Public transportation (excluding taxicab),47.9,1689,6.4,4.3,2.1,47.9,27.1,3,8.6,7,26.8
36061003800,Public transportation (excluding taxicab),50.5,5913,4,2.8,1.2,50.5,34.2,3.9,3.6,3.8,25.5
36061003900,Public transportation (excluding taxicab),50.6,2988,5.2,4.5,0.7,50.6,19.6,6.1,6,12.5,29
36061004000,Public transportation (excluding taxicab),62.5,5445,6.8,5.1,1.7,62.5,20.6,3.4,1.6,5.2,30.7
36061004100,Public transportation (excluding taxicab),54.9,5006,5.5,4,1.6,54.9,33,2,1.4,3.1,28.1
36061004200,Public transportation (excluding taxicab),48.8,2370,5.4,5.1,0.4,48.8,31.5,2.9,2,9.4,24
36061004300,Public transportation (excluding taxicab),64.4,2697,6.4,1.9,4.5,64.4,14.5,1.6,2.8,10.3,28
36061004400,Public transportation (excluding taxicab),64.1,10802,4.9,2.8,2.1,64.1,20.3,4.6,1.3,4.8,30.3
36061004500,Public transportation (excluding taxicab),51.3,558,5,5,0,51.3,22.2,2.5,6.3,12.7,22.2
36061004700,Public transportation (excluding taxicab),56.9,1536,1.2,0.6,0.6,56.9,21.9,2.5,6.9,10.5,24.6
36061004800,Public transportation (excluding taxicab),51.2,3937,2.8,2.4,0.4,51.2,27.6,6.4,2.8,9.1,25.2
36061004900,Public transportation (excluding taxicab),45.2,2842,6.4,5.8,0.5,45.2,24.5,7.9,6.2,9.9,24.2
36061005000,Public transportation (excluding taxicab),60.2,3382,8.2,5.1,3.2,60.2,18.1,3.5,3.7,6.2,25.2
36061005200,Public transportation (excluding taxicab),42.5,2000,5.2,4.5,0.7,42.5,29.7,0.5,10.2,12.2,22.2
36061005400,Public transportation (excluding taxicab),61.2,3015,2.2,1.6,0.6,61.2,25.1,1,3.1,7.5,21.9
36061005501,Walked,54.3,2776,5.5,4.9,0.6,32.2,54.3,2.8,1.2,4,20.4
36061005502,Public transportation (excluding taxicab),49.6,1348,4.1,3.1,1,49.6,26,1.2,9.1,10.1,26.2
36061005600,Public transportation (excluding taxicab),68.9,2045,7.6,6.8,0.8,68.9,12.5,2.5,3.4,5.1,29.9
36061005700,Public transportation (excluding taxicab),61.1,1604,9.9,5.8,4.1,61.1,12.5,3.4,5,8,24.7
36061005800,Public transportation (excluding taxicab),56.7,2475,6,5.3,0.7,56.7,21.4,1.9,6.5,7.5,25.7
36061005900,Public transportation (excluding taxicab),42.8,3132,5.4,3.9,1.5,42.8,36.9,3.2,4.7,7,21
36061006000,Public transportation (excluding taxicab),50.3,2709,6.6,5.2,1.4,50.3,28.3,5.9,3.9,4.9,29.4
36061006100,Public transportation (excluding taxicab),48.4,2692,9.1,5.1,4,48.4,20.9,6.7,5.1,9.8,20.9
36061006200,Walked,45.3,2152,9.2,6.6,2.6,42,45.3,1.5,0.4,1.6,25.3
36061006300,Public transportation (excluding taxicab),58.9,3813,6.9,4.9,2,58.9,17.4,1.4,6.2,9.2,24.7
36061006400,Public transportation (excluding taxicab),54.1,5619,5.2,3.7,1.5,54.1,27,1.5,6,6.2,27.7
36061006500,Public transportation (excluding taxicab),53.8,4157,4.7,3.4,1.3,53.8,28.3,5.8,0.8,6.6,22.7
36061006600,Public transportation (excluding taxicab),57.6,6296,3,0,3,57.6,30.4,3.1,0,5.9,23.4
36061006700,Public transportation (excluding taxicab),49.3,3896,6.5,5.2,1.3,49.3,25.2,3.5,4.4,11.1,23.8
36061006800,Public transportation (excluding taxicab),53.1,5058,2,2,0,53.1,31.4,3.8,3.3,6.4,21.9
36061006900,Public transportation (excluding taxicab),45.9,1446,12,10.9,1,45.9,12.6,6.5,12.6,10.5,25.5
36061007000,Walked,47.7,5433,2.2,2.2,0,38.8,47.7,1.7,6.1,3.5,23.7
36061007100,Public transportation (excluding taxicab),55.1,4047,5.5,3.5,2,55.1,21.5,2.3,6.6,9,27
36061007200,Public transportation (excluding taxicab),47.2,4832,3.4,1.9,1.5,47.2,37.3,0,2.4,9.7,24.6
36061007300,Public transportation (excluding taxicab),53.3,4252,3,3,0,53.3,29.2,2.6,1.7,10.2,24.3
36061007400,Walked,44.3,2417,4.7,3.4,1.4,37.4,44.3,2,2.6,9,23.3
36061007500,Public transportation (excluding taxicab),50.6,2733,6.9,5.6,1.4,50.6,18,3.7,2.7,18.1,27
36061007600,Walked,45.9,1476,1.5,1.5,0,39.7,45.9,2.7,3.3,6.8,21.6
36061007700,Public transportation (excluding taxicab),58.5,3954,5.2,3.5,1.8,58.5,17.7,5.7,4.8,8,23.6
36061007800,Walked,52.3,5432,1.7,1.3,0.3,34.3,52.3,0.3,6.5,4.9,28.2
36061007900,Public transportation (excluding taxicab),50.4,2303,12,8.9,3.1,50.4,10.9,7.9,8.9,10,29.3
36061008000,Walked,44.8,3348,4.7,4.2,0.5,32.5,44.8,1.5,2.5,14,23.4
36061008100,Public transportation (excluding taxicab),55.6,5568,6.1,5.3,0.8,55.6,25.8,1.1,4.7,6.7,25.1
36061008200,Walked,53.8,2380,3.7,0.7,2.9,34.5,53.8,0,3.9,4.1,24.1
36061008300,Public transportation (excluding taxicab),60.9,2254,4.8,4,0.8,60.9,24,3.8,1.2,5.2,25.8
36061008400,Walked,45.3,1323,2.7,1.7,1.1,38.9,45.3,0,3.9,9.3,20.3
36061008601,Walked,40.8,2058,11.3,7.9,3.4,38.9,40.8,0.8,5.3,3,26.1
36061008602,"Car, truck, or van",0,0,0,0,0,0,0,0,0,0,0
36061008603,Walked,44.2,2655,10.7,10.1,0.6,25.8,44.2,0.6,9.9,8.7,25.5
36061008700,Public transportation (excluding taxicab),56.9,4938,4.1,3.4,0.7,56.9,29,4.8,3,2.2,24.1
36061008800,Walked,44.6,4575,11,8.6,2.5,27.9,44.6,2.5,4.7,9.2,30.3
36061008900,Public transportation (excluding taxicab),55.3,3421,6.1,5.1,1,55.3,24,4.5,2.5,7.6,30.5
36061009000,Walked,44,5365,6.6,6.2,0.4,38.2,44,0.5,3.3,7.5,26.4
36061009100,Public transportation (excluding taxicab),45.8,4709,4.8,3.8,1,45.8,33.2,3.7,5.7,6.9,23.1
36061009200,Walked,49.8,1312,1,1,0,34.9,49.8,0,1,13.3,24.1
36061009300,Public transportation (excluding taxicab),48.5,5709,5.9,4.2,1.7,48.5,27.5,2.3,5.9,9.9,29.8
36061009400,Walked,62.8,43,0,0,0,7,62.8,0,0,30.2,0
36061009500,Public transportation (excluding taxicab),39.3,1551,2.9,1.4,1.5,39.3,36.8,4.6,3.3,13.2,23.2
36061009600,Walked,50,106,2.8,2.8,0,35.8,50,11.3,0,0,27.7
36061009700,Public transportation (excluding taxicab),52.7,2522,3,1.7,1.3,52.7,35.4,5.2,0.6,3.2,33.4
36061009800,Public transportation (excluding taxicab),43.1,5069,6.9,6.9,0,43.1,36.7,0.4,2.7,10.2,25.9
36061009900,Public transportation (excluding taxicab),42.4,4323,7.1,4.4,2.7,42.4,33.8,3.7,9.6,3.4,27.7
36061010000,Public transportation (excluding taxicab),49.8,1278,3.8,3.8,0,49.8,37.2,0,2.3,6.9,26.3
36061010100,Public transportation (excluding taxicab),48,940,2.9,1.9,1,48,35.9,1.2,2.2,9.9,26.6
36061010200,Public transportation (excluding taxicab),38.9,90,3.3,3.3,0,38.9,16.7,4.4,4.4,32.2,23.6
36061010300,Public transportation (excluding taxicab),49.4,1273,5.7,5.1,0.6,49.4,26.6,10.3,6.8,1.1,25.7
36061010400,Walked,36.1,584,7.5,7.5,0,31.5,36.1,2.7,2.7,19.3,29.3
36061010601,Walked,37.3,3455,14.5,11.4,3.1,33,37.3,0.6,8.6,6.1,27.7
36061010602,Walked,48.7,3112,16.5,13.7,2.8,25.4,48.7,0.5,3.9,5.1,26
36061010800,Public transportation (excluding taxicab),52.8,6155,6.7,5,1.7,52.8,29.1,0,2.8,8.6,27.9
36061010900,Public transportation (excluding taxicab),43,121,0,0,0,43,40.5,0,15.7,0.8,20.1
36061011000,Public transportation (excluding taxicab),56.8,4932,5.1,3.2,1.9,56.8,28.6,1,2.4,6.1,26
36061011100,Public transportation (excluding taxicab),50.2,3409,4.7,4.7,0,50.2,35.1,1,2.9,6.1,31.3
36061011201,Walked,44.9,526,7.6,4,3.6,33.5,44.9,0,3.4,10.6,21.8
36061011202,Walked,57.8,147,5.4,2.7,2.7,22.4,57.8,0,3.4,10.9,21.9
36061011203,Walked,53,802,4.7,4.1,0.6,21.4,53,0.7,7.9,12.2,20.2
36061011300,Walked,57.8,90,0,0,0,37.8,57.8,0,0,4.4,16
36061011401,Public transportation (excluding taxicab),32.7,606,10.4,6.8,3.6,32.7,29.9,0,12.7,14.4,22.7
36061011402,Public transportation (excluding taxicab),44.2,1053,7.3,6.1,1.2,44.2,27.6,0.6,9.8,10.5,27.4
36061011500,Public transportation (excluding taxicab),45.9,2466,5.4,5.4,0,45.9,41.8,0.5,1.8,4.6,29.6
36061011600,Walked,48.4,2126,6,3.5,2.5,35.6,48.4,5.2,3.2,1.6,24.3
36061011700,Public transportation (excluding taxicab),53.3,2850,6.4,5.1,1.3,53.3,28.4,4.7,6,1.2,27.9
36061011800,Public transportation (excluding taxicab),42.2,5025,8.5,8,0.5,42.2,29.1,0.9,7.1,12.3,28.1
36061011900,Walked,39.9,303,2,2,0,28.7,39.9,3,2.6,23.8,18.5
36061012000,Walked,34.9,1634,5.9,5.9,0,31.8,34.9,0,7.1,20.3,26
36061012100,Public transportation (excluding taxicab),45.1,5975,1.7,1.3,0.4,45.1,38,2.1,3.4,9.7,27.1
36061012200,Walked,29.7,1444,17,11.1,5.9,16.8,29.7,0,14.8,21.7,25.8
36061012400,Public transportation (excluding taxicab),45.7,6138,9.7,7,2.7,45.7,24.4,1.8,13.8,4.6,29.8
36061012500,Walked,45.2,1941,7.8,4.7,3.1,37.2,45.2,2.1,1.4,6.2,22.4
36061012600,Public transportation (excluding taxicab),45.7,7549,10.3,7.7,2.6,45.7,28.7,1.5,5.4,8.4,34.6
36061012700,Public transportation (excluding taxicab),44.3,4920,3.6,3.2,0.4,44.3,34.9,5.8,4.5,7,25.1
36061012800,Public transportation (excluding taxicab),40.7,2617,18.7,12.7,6,40.7,18.8,0,10.7,11,27.9
36061012900,Public transportation (excluding taxicab),46.1,4584,8,7.6,0.4,46.1,34.4,4.2,3.9,3.4,27.7
36061013000,"Car, truck, or van",26.7,1649,26.7,23.9,2.9,20.9,20,0.9,19.1,12.3,20.6
36061013100,Walked,42.1,1927,7,5.3,1.7,38.1,42.1,1.8,5.4,5.6,26.4
36061013200,Public transportation (excluding taxicab),59,7275,12.3,10.9,1.4,59,20.1,0.7,2.8,5.2,34.5
36061013300,Public transportation (excluding taxicab),48.8,3462,4.8,4.2,0.7,48.8,34.7,4.2,0.4,7.1,27.2
36061013400,Public transportation (excluding taxicab),49.5,7385,12.2,10.3,1.9,49.5,24.3,1.8,7.3,4.9,24.3
36061013500,Public transportation (excluding taxicab),40,4420,9.2,7.3,1.9,40,39.6,2,3.6,5.6,28.4
36061013600,Public transportation (excluding taxicab),55.5,9641,11.8,10,1.7,55.5,16.3,0.9,10.9,4.6,32.5
36061013700,Public transportation (excluding taxicab),44.7,3607,4.2,3.5,0.7,44.7,41.3,0.8,2.1,6.9,24.3
36061013800,Public transportation (excluding taxicab),69.3,9508,3.9,3.4,0.5,69.3,13.8,2.7,5.2,5.1,28.6
36061013900,Public transportation (excluding taxicab),46.2,6937,5.2,4.1,1.1,46.2,33.5,3.3,2.3,9.4,29.4
36061014000,Public transportation (excluding taxicab),59.2,4331,7.9,6,2,59.2,17.8,0.9,5.9,8.2,25.1
36061014200,Public transportation (excluding taxicab),39,2314,7.8,5.9,1.9,39,20.9,2.6,11.4,18.2,25
36061014300,"Car, truck, or van",0,0,0,0,0,0,0,0,0,0,0
36061014401,Public transportation (excluding taxicab),61.3,3174,9.1,9.1,0,61.3,15.2,1.2,4.8,8.4,33
36061014402,Public transportation (excluding taxicab),60.8,4371,12.6,9.8,2.8,60.8,12.4,2.1,4.8,7.4,34.2
36061014500,Public transportation (excluding taxicab),49.5,2847,6.8,5.4,1.5,49.5,22.5,0,10.3,10.9,26.9
36061014601,Public transportation (excluding taxicab),74.6,3279,5.3,3.6,1.7,74.6,5.5,3,4.6,7.1,32.9
36061014602,Public transportation (excluding taxicab),73.4,4939,5.1,4.8,0.3,73.4,10.6,0,4.8,6.2,31.7
36061014700,Public transportation (excluding taxicab),45.4,2324,7.1,5.2,1.9,45.4,34.1,4,7.3,2.1,24.3
36061014801,Public transportation (excluding taxicab),59.7,1743,10.3,10.3,0,59.7,14.1,0.6,6.9,8.4,29.1
36061014802,Public transportation (excluding taxicab),64.5,3944,5,3.4,1.6,64.5,13.3,1.1,6.4,9.6,29.2
36061014900,Public transportation (excluding taxicab),43.9,3116,12.8,8.2,4.5,43.9,21.3,1.2,8.1,12.7,28.1
36061015001,Public transportation (excluding taxicab),51.9,1024,9.7,5.5,4.2,51.9,17.8,2.4,7.7,10.5,32.6
36061015002,Public transportation (excluding taxicab),47.2,2343,9.3,7.4,1.8,47.2,8.8,2,12.7,20.1,33.9
36061015100,Public transportation (excluding taxicab),65.3,4097,4.8,4,0.8,65.3,19.9,2.1,3.1,4.8,33.4
36061015200,Public transportation (excluding taxicab),64.4,4071,6.8,5.3,1.5,64.4,7.8,0.4,7.4,13.1,36.8
36061015300,Public transportation (excluding taxicab),55.5,5404,6.4,3.3,3.1,55.5,23.9,0.8,6.9,6.6,29.8
36061015400,Public transportation (excluding taxicab),68.8,9685,8.1,5.7,2.4,68.8,14.1,0.7,5.1,3.2,38.4
36061015500,Public transportation (excluding taxicab),60.9,5383,6,4.2,1.8,60.9,12,6.3,6.3,8.5,29.3
36061015601,Public transportation (excluding taxicab),71.4,3658,9.5,9.3,0.2,71.4,12.5,0,2.1,4.5,33.9
36061015602,Public transportation (excluding taxicab),69.4,1261,10,8.2,1.8,69.4,17.2,0,1.1,2.3,32.3
36061015700,Public transportation (excluding taxicab),61,5984,7.2,5.9,1.3,61,17,4.6,2.1,8.1,29.8
36061015801,Public transportation (excluding taxicab),64.5,3183,7.1,6.2,0.9,64.5,10.3,1.2,5.9,11,29.2
36061015802,Public transportation (excluding taxicab),67.3,2730,4.4,4.3,0.1,67.3,21.6,1.1,2.1,3.5,29.4
36061015900,Public transportation (excluding taxicab),68.4,5822,5.2,4.4,0.8,68.4,11.7,2.6,2.3,9.9,30
36061016001,Public transportation (excluding taxicab),42.6,1800,12.4,9.4,3,42.6,9.3,0,14.8,20.9,34.2
